vendor_id,is_anomaly,anomaly_type,severity,expired_certifications,explanation
VND-1391,False,NONE,LOW,,Score=10.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1012,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 11.3 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1358,False,NONE,LOW,,Score=17.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1360,False,NONE,LOW,,Score=4.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1053,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1407,False,NONE,LOW,,Score=8.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1240,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1386,False,NONE,LOW,,Score=4.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1400,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1023,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 7.7 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1160,False,NONE,LOW,,Score=8.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B-.
VND-1003,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 11.4 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1334,False,NONE,LOW,,Score=1.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1268,False,NONE,LOW,,Score=10.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1199,False,NONE,LOW,,Score=7.1 → LOW. Breach: 31.7mo ago. Certs: OK. Contract expired: False. Rating: B-.
VND-1366,False,NONE,LOW,,Score=11.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1372,False,NONE,LOW,,Score=8.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1106,False,NONE,LOW,CONTRACT_EXPIRED_ACTIVE_ACCESS,Score=21.0 → LOW. Breach: none. Certs: ['CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: C.
VND-1068,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING,Score=41.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C.
VND-1265,False,NONE,LOW,,Score=2.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1051,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1074,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_EXPIRED,Score=40.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED']. Contract expired: False. Rating: C+.
VND-1168,False,NONE,LOW,,Score=15.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B-.
VND-1159,False,NONE,LOW,,Score=14.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1342,False,NONE,LOW,,Score=1.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1310,False,NONE,LOW,,Score=3.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1385,False,NONE,LOW,,Score=10.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1098,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=42.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B."
VND-1079,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING,Score=40.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C+.
VND-1257,False,NONE,LOW,,Score=8.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1248,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1418,False,NONE,LOW,,Score=4.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1392,False,NONE,LOW,,Score=12.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1228,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1048,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1399,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1020,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 8.1 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1192,False,NONE,LOW,,Score=15.9 → LOW. Breach: 30.7mo ago. Certs: OK. Contract expired: False. Rating: A-.
VND-1058,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1379,False,NONE,LOW,,Score=3.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1323,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1269,False,NONE,LOW,,Score=12.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1111,False,NONE,LOW,CONTRACT_EXPIRED_ACTIVE_ACCESS,Score=27.5 → LOW. Breach: none. Certs: ['CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B.
VND-1155,False,NONE,LOW,,Score=16.8 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1232,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1191,False,NONE,LOW,,Score=11.8 → LOW. Breach: 28.3mo ago. Certs: OK. Contract expired: False. Rating: B.
VND-1122,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=42.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B."
VND-1255,False,NONE,LOW,,Score=4.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1045,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1362,False,NONE,LOW,,Score=4.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1140,False,NONE,LOW,,Score=17.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: D.
VND-1017,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 11.7 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1356,False,NONE,LOW,,Score=1.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1394,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1060,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1305,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-1096,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_EXPIRED,Score=43.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED']. Contract expired: False. Rating: B-.
VND-1200,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=33.1 → LOW. Breach: 19.6mo ago. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C.
VND-1311,False,NONE,LOW,,Score=7.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-1293,False,NONE,LOW,,Score=4.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1085,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_EXPIRED,Score=41.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED']. Contract expired: False. Rating: C.
VND-1274,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1416,False,NONE,LOW,,Score=10.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1193,False,NONE,LOW,,Score=11.7 → LOW. Breach: 17.7mo ago. Certs: OK. Contract expired: False. Rating: A-.
VND-1376,False,NONE,LOW,,Score=7.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1016,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 1.3 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1144,False,NONE,LOW,SOC2_TYPE2_EXPIRED,Score=37.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED']. Contract expired: False. Rating: D.
VND-1077,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING,Score=40.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C+.
VND-1034,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 8.7 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1182,False,NONE,LOW,,Score=9.7 → LOW. Breach: 27.1mo ago. Certs: OK. Contract expired: False. Rating: A-.
VND-1377,False,NONE,LOW,,Score=16.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1296,False,NONE,LOW,,Score=3.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-1412,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1010,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 3.5 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1365,False,NONE,LOW,,Score=9.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1285,False,NONE,LOW,,Score=9.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1162,False,NONE,LOW,,Score=14.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1348,False,NONE,LOW,,Score=1.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1290,False,NONE,LOW,,Score=9.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1393,False,NONE,LOW,,Score=5.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1267,False,NONE,LOW,,Score=7.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-1029,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 8.0 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1415,False,NONE,LOW,,Score=2.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1237,True,HIGH_RISK_SCORE,CRITICAL,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=81.1 → CRITICAL. Breach: 15.3mo ago. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: C."
VND-1172,False,NONE,LOW,,Score=14.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1275,False,NONE,LOW,,Score=10.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1236,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1322,False,NONE,LOW,,Score=1.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1080,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=38.8 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C.
VND-1247,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1070,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING,Score=43.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: B-.
VND-1331,False,NONE,LOW,,Score=1.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1019,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 10.6 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1243,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1246,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1345,False,NONE,LOW,,Score=5.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1174,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=29.2 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: B+.
VND-1170,False,NONE,LOW,,Score=6.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1100,False,NONE,LOW,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=38.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: C."
VND-1090,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=38.8 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C.
VND-1015,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 8.8 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1411,False,NONE,LOW,,Score=1.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1292,False,NONE,LOW,,Score=9.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1371,False,NONE,LOW,,Score=1.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1203,False,NONE,LOW,SOC2_TYPE2_EXPIRING_SOON,Score=7.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRING_SOON']. Contract expired: False. Rating: A.
VND-1175,False,NONE,LOW,,Score=13.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1406,False,NONE,LOW,,Score=2.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1352,False,NONE,LOW,,Score=2.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1059,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1004,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 3.8 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1166,False,NONE,LOW,,Score=16.8 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1282,False,NONE,LOW,,Score=3.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1260,False,NONE,LOW,,Score=1.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1154,False,NONE,LOW,,Score=7.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1158,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=33.0 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: B-.
VND-1035,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 8.6 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1131,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=27.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: D.
VND-1145,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=32.0 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C-.
VND-1354,False,NONE,LOW,,Score=5.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1104,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=44.5 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B."
VND-1328,False,NONE,LOW,,Score=1.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1006,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 7.8 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1109,False,NONE,LOW,CONTRACT_EXPIRED_ACTIVE_ACCESS,Score=24.5 → LOW. Breach: none. Certs: ['CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B.
VND-1327,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1287,False,NONE,LOW,,Score=3.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-1180,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=31.3 → LOW. Breach: 28.7mo ago. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: B.
VND-1171,False,NONE,LOW,,Score=7.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1024,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 10.5 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1212,False,NONE,LOW,SOC2_TYPE2_EXPIRING_SOON,Score=8.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRING_SOON']. Contract expired: False. Rating: A-.
VND-1213,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=70.6 → HIGH. Breach: 26.1mo ago. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: C."
VND-1316,False,NONE,LOW,,Score=10.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1410,False,NONE,LOW,,Score=12.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1107,False,NONE,LOW,CONTRACT_EXPIRED_ACTIVE_ACCESS,Score=24.5 → LOW. Breach: none. Certs: ['CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B.
VND-1378,False,NONE,LOW,,Score=4.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1419,False,NONE,LOW,,Score=2.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1408,False,NONE,LOW,,Score=4.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1321,False,NONE,LOW,,Score=3.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-1239,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1013,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 1.9 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1061,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1001,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 7.8 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-9001,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 12.0 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-9002,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-9003,False,NONE,LOW,SOC2_TYPE2_EXPIRING_SOON,Score=20.0 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRING_SOON']. Contract expired: False. Rating: B.
VND-9004,False,NONE,LOW,SOC2_TYPE2_EXPIRING_SOON,Score=8.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRING_SOON']. Contract expired: False. Rating: A-.
VND-9005,False,NONE,LOW,,Score=1.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-9006,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=49.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: C."
VND-9007,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-9008,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 2.0 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-9009,False,NONE,LOW,,Score=5.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-9010,False,NONE,LOW,SOC2_TYPE2_EXPIRING_SOON,Score=31.5 → LOW. Breach: 18.0mo ago. Certs: ['SOC2_TYPE2_EXPIRING_SOON']. Contract expired: False. Rating: B-.
